c_proveedor,c_articulo,c_sucu_empr,q_bultos_kilos_diarco,f_alta_sist,c_usuario_genero_oc,c_terminal_genero_oc,f_genero_oc,c_usuario_bloqueo,m_procesado,f_procesado,u_prefijo_oc,u_sufijo_oc,c_compra_kikker,c_usuario_modif,c_comprador,m_publicado,abastecimiento,cod_cd
11740,70505,19,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,10,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,78,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70401,38,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,48,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,75,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70631,67,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,72520,3,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,48,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,27,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72518,12,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,75,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70814,32,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70814,64,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,12,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,68,4,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70401,79,3,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,37,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,82,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,082
11740,72519,1,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,001
11740,70814,25,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,45,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,12,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72520,7,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,27,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,46,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72518,2,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70814,60,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70401,33,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,79,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,37,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,28,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72518,28,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,75,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,72520,38,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,46,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70630,75,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70400,78,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70630,27,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,30,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72518,36,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,42,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,27,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,13,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,45,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,2,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,82,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,082
11740,72520,11,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70630,78,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70401,41,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,041
11740,70397,74,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70401,21,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70814,61,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70400,25,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,30,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,1,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,001
11740,70630,46,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70630,74,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70401,48,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,36,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,48,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,2,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70814,30,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,25,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,5,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,47,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70814,27,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72520,31,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,67,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70631,11,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,31,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,44,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,33,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72518,60,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70400,75,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70630,37,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,44,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72520,19,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,82,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,082
11740,72518,46,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,27,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,48,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,74,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70400,70,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70631,69,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70505,32,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,5,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,87,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72520,10,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70630,42,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72518,45,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,64,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,23,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,11,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,5,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,20,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,64,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72520,22,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,79,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,28,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,11,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,90033,368,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,82CD
11740,70814,41,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,041
11740,72519,31,3,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,70,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,72519,10,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,49,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70397,38,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,47,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72520,5,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,44,3,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70630,33,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,1,5,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,001
11740,72520,32,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72520,18,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,11,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72518,44,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70814,78,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70511,46,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,36,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,12,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,21,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,60,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70505,48,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,67,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70814,21,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,45,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,27,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,41,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,041
11740,70631,30,3,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70814,49,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70401,30,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72520,28,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,87,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,68,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70397,32,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,69,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70401,44,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,30,3,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,47,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,2,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,21,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,42,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,13,4,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,38,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,5,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,42,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,69,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70401,31,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,60,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70511,13,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,1,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,001
11740,70814,67,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,72519,46,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,74,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,72518,23,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,20,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,2,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,25,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,31,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,90033,360,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,82CD
11740,70630,87,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,75,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,72519,12,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70630,44,3,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,67,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70397,10,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,90033,339,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,82CD
11740,70400,21,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,31,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,61,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70505,28,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,75,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70631,10,3,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,44,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72519,25,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,66,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,71,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70631,66,4,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70630,71,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70505,70,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70630,13,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,78,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70631,49,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70505,36,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,18,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70630,36,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,79,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,82,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,082
11740,70397,47,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,71,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70814,70,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70397,44,3,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,74,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70400,7,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,78,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,70631,41,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,1,041
11740,70401,13,3,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70630,47,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,37,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,47,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70401,9,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,66,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,21,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,19,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70630,32,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70397,36,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70400,38,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,23,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70631,47,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70511,60,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,72519,2,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,70505,49,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,72519,11,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,73519,2,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72770,74,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,3,82CD
11740,73519,33,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,73519,38,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,73524,27,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,73439,44,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,73524,28,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,73519,27,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72770,23,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72521,48,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72522,46,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72527,38,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72770,36,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,81460,18,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72770,48,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72527,25,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,73524,32,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72523,64,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,90033,2,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,90033,66,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72526,66,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72520,45,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72521,44,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72527,30,2,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
11740,72770,31,1,2025-10-08 11:53:02.381146,,,,,,,,,20251008_11740_04090,,202,False,0,41CD
